Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,16.93000030517578,16.950000762939453,16.639999389648438,16.68000030517578,16.215557098388672,293600
2023-10-03,16.549999237060547,16.579999923706055,16.420000076293945,16.489999771118164,16.030847549438477,224500
2023-10-04,16.8799991607666,16.899999618530273,16.6299991607666,16.84000015258789,16.37110137939453,331700
2023-10-05,16.799999237060547,16.829999923706055,16.610000610351562,16.670000076293945,16.205835342407227,687900
2023-10-06,16.739999771118164,17.110000610351562,16.649999618530273,17.09000015258789,16.6141414642334,506600
2023-10-09,17.209999084472656,17.360000610351562,17.18000030517578,17.34000015258789,16.857179641723633,404400
2023-10-10,17.729999542236328,17.969999313354492,17.729999542236328,17.889999389648438,17.391864776611328,375700
2023-10-11,18.1299991607666,18.15999984741211,18.0,18.139999389648438,17.634902954101562,387100
2023-10-12,18.059999465942383,18.059999465942383,17.700000762939453,17.760000228881836,17.265485763549805,712200
2023-10-13,18.049999237060547,18.110000610351562,17.899999618530273,17.90999984741211,17.41130828857422,214000
2023-10-16,19.280000686645508,19.31999969482422,19.149999618530273,19.260000228881836,18.723718643188477,326600
2023-10-17,19.610000610351562,19.899999618530273,19.610000610351562,19.770000457763672,19.219518661499023,413800
2023-10-18,19.600000381469727,19.600000381469727,19.309999465942383,19.329999923706055,18.79176902770996,412800
2023-10-19,19.110000610351562,19.15999984741211,18.90999984741211,18.940000534057617,18.412630081176758,140600
2023-10-20,18.889999389648438,18.920000076293945,18.65999984741211,18.68000030517578,18.159868240356445,146000
2023-10-23,18.799999237060547,18.8799991607666,18.739999771118164,18.739999771118164,18.218196868896484,282500
2023-10-24,19.200000762939453,19.25,18.959999084472656,19.06999969482422,18.53900909423828,207300
2023-10-25,19.290000915527344,19.420000076293945,19.18000030517578,19.25,18.71399688720703,242900
2023-10-26,19.489999771118164,19.610000610351562,19.389999389648438,19.489999771118164,18.94731330871582,265700
2023-10-27,19.530000686645508,19.530000686645508,19.270000457763672,19.299999237060547,18.762603759765625,206400
2023-10-30,19.65999984741211,19.75,19.610000610351562,19.729999542236328,19.180631637573242,217700
