Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,30.639999389648438,30.81999969482422,30.639999389648438,30.790000915527344,30.790000915527344,87500
2023-10-03,30.8700008392334,31.079999923706055,30.809999465942383,31.079999923706055,31.079999923706055,158800
2023-10-04,30.969999313354492,31.040000915527344,30.850000381469727,30.8799991607666,30.8799991607666,69700
2023-10-05,30.84000015258789,30.889999389648438,30.790000915527344,30.829999923706055,30.829999923706055,72900
2023-10-06,31.1299991607666,31.1299991607666,30.90999984741211,31.010000228881836,31.010000228881836,29200
2023-10-09,30.809999465942383,30.809999465942383,30.559999465942383,30.559999465942383,30.559999465942383,48300
2023-10-10,30.610000610351562,30.790000915527344,30.579999923706055,30.68000030517578,30.68000030517578,39500
2023-10-11,30.56999969482422,30.799999237060547,30.520000457763672,30.520000457763672,30.520000457763672,130700
2023-10-12,30.610000610351562,30.889999389648438,30.59000015258789,30.84000015258789,30.84000015258789,175500
2023-10-13,30.6200008392334,30.709999084472656,30.600000381469727,30.65999984741211,30.65999984741211,47900
2023-10-16,30.84000015258789,30.8799991607666,30.81999969482422,30.850000381469727,30.850000381469727,17600
2023-10-17,31.079999923706055,31.209999084472656,31.079999923706055,31.15999984741211,31.15999984741211,53900
2023-10-18,31.239999771118164,31.3700008392334,31.229999542236328,31.31999969482422,31.31999969482422,35100
2023-10-19,31.459999084472656,31.510000228881836,31.31999969482422,31.479999542236328,31.479999542236328,297500
2023-10-20,31.3700008392334,31.3700008392334,31.280000686645508,31.290000915527344,31.290000915527344,67500
2023-10-23,31.399999618530273,31.469999313354492,31.149999618530273,31.170000076293945,31.170000076293945,46600
2023-10-24,31.190000534057617,31.260000228881836,31.1299991607666,31.1299991607666,31.1299991607666,110500
2023-10-25,31.360000610351562,31.450000762939453,31.299999237060547,31.420000076293945,31.420000076293945,39000
2023-10-26,31.40999984741211,31.40999984741211,31.190000534057617,31.200000762939453,31.200000762939453,71800
2023-10-27,31.219999313354492,31.219999313354492,31.139999389648438,31.139999389648438,31.139999389648438,101100
2023-10-30,31.299999237060547,31.3700008392334,31.229999542236328,31.280000686645508,31.280000686645508,32300
