Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,29.850000381469727,29.969999313354492,29.850000381469727,29.959999084472656,29.959999084472656,3727200
2023-10-03,30.0,30.06999969482422,29.920000076293945,29.989999771118164,29.989999771118164,2486400
2023-10-04,29.889999389648438,29.979999542236328,29.8799991607666,29.899999618530273,29.899999618530273,1114900
2023-10-05,29.860000610351562,29.899999618530273,29.799999237060547,29.799999237060547,29.799999237060547,1368300
2023-10-06,29.90999984741211,29.950000762939453,29.700000762939453,29.739999771118164,29.739999771118164,1488100
2023-10-09,29.81999969482422,29.829999923706055,29.729999542236328,29.729999542236328,29.729999542236328,1777700
2023-10-10,29.709999084472656,29.729999542236328,29.639999389648438,29.65999984741211,29.65999984741211,2275900
2023-10-11,29.639999389648438,29.739999771118164,29.610000610351562,29.65999984741211,29.65999984741211,1343600
2023-10-12,29.760000228881836,29.920000076293945,29.760000228881836,29.90999984741211,29.90999984741211,1691000
2023-10-13,29.90999984741211,29.979999542236328,29.899999618530273,29.93000030517578,29.93000030517578,942200
2023-10-16,29.8700008392334,29.920000076293945,29.799999237060547,29.799999237060547,29.799999237060547,761500
2023-10-17,29.8799991607666,29.889999389648438,29.770000457763672,29.809999465942383,29.809999465942383,603400
2023-10-18,29.8799991607666,29.950000762939453,29.860000610351562,29.920000076293945,29.920000076293945,799000
2023-10-19,29.889999389648438,29.90999984741211,29.770000457763672,29.829999923706055,29.829999923706055,1728900
2023-10-20,29.84000015258789,29.8799991607666,29.81999969482422,29.84000015258789,29.84000015258789,769500
2023-10-23,29.84000015258789,29.8700008392334,29.65999984741211,29.690000534057617,29.690000534057617,1462800
2023-10-24,29.799999237060547,29.889999389648438,29.790000915527344,29.860000610351562,29.860000610351562,1564900
2023-10-25,29.940000534057617,29.959999084472656,29.8799991607666,29.940000534057617,29.940000534057617,1347000
2023-10-26,29.989999771118164,30.06999969482422,29.969999313354492,30.010000228881836,30.010000228881836,1026300
2023-10-27,29.950000762939453,30.0,29.920000076293945,29.969999313354492,29.969999313354492,1032400
2023-10-30,29.920000076293945,29.93000030517578,29.84000015258789,29.850000381469727,29.850000381469727,719400
