Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,23.2549991607666,23.2549991607666,23.2549991607666,23.2549991607666,23.2549991607666,100
2023-10-03,22.979999542236328,22.979999542236328,22.979999542236328,22.979999542236328,22.979999542236328,0
2023-10-04,23.204999923706055,23.204999923706055,23.204999923706055,23.204999923706055,23.204999923706055,0
2023-10-05,23.099000930786133,23.099000930786133,23.099000930786133,23.099000930786133,23.099000930786133,100
2023-10-06,23.295000076293945,23.295000076293945,23.295000076293945,23.295000076293945,23.295000076293945,0
2023-10-09,23.565000534057617,23.565000534057617,23.565000534057617,23.565000534057617,23.565000534057617,0
2023-10-10,23.698999404907227,23.698999404907227,23.698999404907227,23.698999404907227,23.698999404907227,100
2023-10-11,23.72599983215332,23.72599983215332,23.72599983215332,23.72599983215332,23.72599983215332,0
2023-10-12,23.43000030517578,23.43000030517578,23.43000030517578,23.43000030517578,23.43000030517578,100
2023-10-13,23.31800079345703,23.31800079345703,23.31800079345703,23.31800079345703,23.31800079345703,0
2023-10-16,23.6200008392334,23.6200008392334,23.6200008392334,23.6200008392334,23.6200008392334,100
2023-10-17,23.700000762939453,23.700000762939453,23.700000762939453,23.700000762939453,23.700000762939453,100
2023-10-18,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,100
2023-10-19,22.73900032043457,22.73900032043457,22.73900032043457,22.73900032043457,22.73900032043457,0
2023-10-20,22.527999877929688,22.527999877929688,22.527999877929688,22.527999877929688,22.527999877929688,0
2023-10-23,22.356000900268555,22.356000900268555,22.356000900268555,22.356000900268555,22.356000900268555,0
2023-10-24,22.413000106811523,22.413000106811523,22.413000106811523,22.413000106811523,22.413000106811523,0
2023-10-25,22.209999084472656,22.209999084472656,22.209999084472656,22.209999084472656,22.209999084472656,100
2023-10-26,22.280000686645508,22.280000686645508,22.280000686645508,22.280000686645508,22.280000686645508,100
2023-10-27,22.16200065612793,22.16200065612793,22.16200065612793,22.16200065612793,22.16200065612793,0
2023-10-30,22.336000442504883,22.336000442504883,22.336000442504883,22.336000442504883,22.336000442504883,100
