Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,21.850000381469727,21.850000381469727,21.399999618530273,21.459999084472656,21.459999084472656,258800
2023-10-03,21.31999969482422,21.31999969482422,20.8799991607666,20.979999542236328,20.979999542236328,326700
2023-10-04,20.899999618530273,20.899999618530273,20.459999084472656,20.68000030517578,20.68000030517578,263700
2023-10-05,20.6299991607666,20.790000915527344,20.579999923706055,20.790000915527344,20.790000915527344,151300
2023-10-06,20.719999313354492,20.959999084472656,20.56999969482422,20.889999389648438,20.889999389648438,220600
2023-10-09,20.790000915527344,21.049999237060547,20.75,21.049999237060547,21.049999237060547,106700
2023-10-10,21.110000610351562,21.280000686645508,21.110000610351562,21.25,21.25,133800
2023-10-11,21.3799991607666,21.420000076293945,21.280000686645508,21.399999618530273,21.399999618530273,137000
2023-10-12,21.40999984741211,21.40999984741211,20.969999313354492,21.100000381469727,21.100000381469727,129900
2023-10-13,21.170000076293945,21.219999313354492,20.93000030517578,20.959999084472656,20.959999084472656,178100
2023-10-16,21.049999237060547,21.229999542236328,21.020000457763672,21.209999084472656,21.209999084472656,172200
2023-10-17,21.079999923706055,21.350000381469727,21.079999923706055,21.280000686645508,21.280000686645508,135600
2023-10-18,21.170000076293945,21.170000076293945,20.860000610351562,20.8799991607666,20.8799991607666,150200
2023-10-19,20.860000610351562,20.8799991607666,20.520000457763672,20.579999923706055,20.579999923706055,154600
2023-10-20,20.5,20.559999465942383,20.360000610351562,20.399999618530273,20.399999618530273,199400
2023-10-23,20.31999969482422,20.399999618530273,20.059999465942383,20.239999771118164,20.239999771118164,181400
2023-10-24,20.290000915527344,20.469999313354492,20.290000915527344,20.420000076293945,20.420000076293945,117000
2023-10-25,20.34000015258789,20.34000015258789,20.100000381469727,20.139999389648438,20.139999389648438,195400
2023-10-26,20.100000381469727,20.31999969482422,20.100000381469727,20.239999771118164,20.239999771118164,129300
2023-10-27,20.389999389648438,20.459999084472656,20.1299991607666,20.190000534057617,20.190000534057617,125900
2023-10-30,20.31999969482422,20.440000534057617,20.200000762939453,20.299999237060547,20.299999237060547,101100
