Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,35.25,35.25,34.849998474121094,34.95899963378906,34.64992904663086,26800
2023-10-03,34.66999816894531,34.733001708984375,34.430999755859375,34.558998107910156,34.25346374511719,9400
2023-10-04,34.709999084472656,34.709999084472656,34.36000061035156,34.67900085449219,34.372406005859375,10000
2023-10-05,34.68000030517578,35.04899978637695,34.68000030517578,34.99100112915039,34.68164825439453,20000
2023-10-06,34.900001525878906,35.37300109863281,34.79999923706055,35.37300109863281,35.060272216796875,4400
2023-10-09,35.119998931884766,35.27000045776367,34.939998626708984,35.23099899291992,34.919525146484375,5000
2023-10-10,35.65800094604492,35.849998474121094,35.63999938964844,35.74800109863281,35.43195724487305,5200
2023-10-11,35.99399948120117,36.0099983215332,35.76100158691406,35.90999984741211,35.59252166748047,8200
2023-10-12,35.90999984741211,35.90999984741211,35.470001220703125,35.58300018310547,35.26841354370117,5400
2023-10-13,35.41999816894531,35.474998474121094,35.130001068115234,35.145999908447266,34.83527755737305,8000
2023-10-16,35.31800079345703,35.48500061035156,35.19300079345703,35.44200134277344,35.128662109375,8800
2023-10-17,35.15999984741211,35.518001556396484,35.12200164794922,35.3650016784668,35.05234146118164,7900
2023-10-18,35.06999969482422,35.11000061035156,34.73099899291992,34.79499816894531,34.48737716674805,11700
2023-10-19,34.69499969482422,34.779998779296875,34.46900177001953,34.5099983215332,34.204898834228516,9600
2023-10-20,34.428001403808594,34.428001403808594,34.189998626708984,34.20000076293945,33.897640228271484,9400
2023-10-23,34.185001373291016,34.43000030517578,34.10100173950195,34.26100158691406,33.95810317993164,14900
2023-10-24,34.290000915527344,34.45000076293945,34.220001220703125,34.44900131225586,34.144439697265625,15600
2023-10-25,34.29600143432617,34.459999084472656,34.06800079345703,34.16999816894531,33.86790466308594,16000
2023-10-26,33.959999084472656,34.06999969482422,33.750999450683594,33.970001220703125,33.669673919677734,7700
2023-10-27,33.880001068115234,33.970001220703125,33.56999969482422,33.7140007019043,33.41593933105469,13900
2023-10-30,34.130001068115234,34.27000045776367,34.08000183105469,34.21500015258789,33.91250991821289,14800
